ActorID,Name,BaseAttack,ProjectileAttack,ElementPower,WeaponDurability,MineruDurability,CanFuseToArrow,ArrowMultiplier,CanCut,AddsShieldAttack,ReplaceProperties,Property1,Property2,Property3,NamingRule,Adjective,BindTypeSword,BindTypeSpear,IconURL,SortOrder
Item_Fruit_M,Hylian Tomato,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Tomato,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_M.png,014
Item_Fruit_A,Apple,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Apple,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_A.png,015
Item_Fruit_B,Wildberry,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Wildberry,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_B.png,016
Item_Fruit_C,Voltfruit,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Voltfruit,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_C.png,017
Item_Fruit_E,Fleet-Lotus Seeds,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Lotus-Seed,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_E.png,018
Item_Fruit_F,Hydromelon,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Hydromelon,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_F.png,019
Item_Fruit_H,Mighty Bananas,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Banana,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_H.png,020
Item_Fruit_I,Spicy Pepper,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Pepper,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_I.png,021
FireFruit,Fire Fruit,1,0,0,0,1,1,1,0,1,0,Fire Burst,-,-,ReuseSeedFireBurst,Fire-Fruit,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/FireFruit.png,022
IceFruit,Ice Fruit,1,0,0,0,1,1,1,0,1,0,Ice Burst,-,-,ReuseSeedIceBurst,Ice-Fruit,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/IceFruit.png,023
ElectricalFruit,Shock Fruit,1,0,0,0,1,1,1,0,1,0,Shock Burst,-,-,ReuseSeedShockBurst,Shock-Fruit,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/ElectricalFruit.png,024
WaterFruit,Splash Fruit,1,0,0,0,1,1,1,0,1,0,Water,-,-,-,Splash-Fruit,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/WaterFruit.png,025
LightFruit,Dazzlefruit,1,0,0,0,1,1,1,0,1,0,Dazzle,-,-,-,Dazzlefruit,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/LightFruit.png,026
BombFruit,Bomb Flower,1,0,40,0,1,1,1,0,1,0,Bomb,-,-,-,Bomb-Flower,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/BombFruit.png,027
SmokeFruit,Puffshroom,1,0,0,0,1,1,1,0,1,1,-,-,-,-,Puffshroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/SmokeFruit.png,028
ConfusionFruit,Muddle Bud,1,0,0,0,1,1,1,0,1,0,-,-,-,-,Muddle-Bud,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/ConfusionFruit.png,029
Item_Mushroom_N,Big Hearty Truffle,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Big-Truffle,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_N.png,030
Item_Mushroom_F,Hearty Truffle,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Truffle,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_F.png,031
Item_Mushroom_O,Endura Shroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Endura-Shroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_O.png,032
Item_MushroomGet_D,Rushroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Rushroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_MushroomGet_D.png,033
Item_MushroomGet_K,Brightcap,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Brightcap,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_MushroomGet_K.png,034
Item_Mushroom_A,Stamella Shroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Stamella-Shroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_A.png,035
Item_Mushroom_B,Chillshroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Chillshroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_B.png,036
Item_Mushroom_C,Sunshroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Sunshroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_C.png,037
Item_Mushroom_E,Hylian Shroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Hylian-Shroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_E.png,038
Item_Mushroom_H,Zapshroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Zapshroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_H.png,039
Item_Mushroom_J,Silent Shroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Silent-Shroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_J.png,040
Item_Mushroom_L,Razorshroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Razorshroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_L.png,041
Item_Mushroom_M,Ironshroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Ironshroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_M.png,042
Item_Mushroom_P,Skyshroom,1,0,0,0,5,1,1,0,0,1,-,-,-,PowHammer,Skyshroom,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Mushroom_P.png,043
Item_PlantGet_C,Big Hearty Radish,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Big-Radish,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_C.png,044
Item_PlantGet_B,Hearty Radish,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Radish,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_B.png,045
Item_PlantGet_Q,Endura Carrot,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Carrot,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_Q.png,046
Item_PlantGet_A,Hyrule Herb,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Hyrule-Herb,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_A.png,047
Item_PlantGet_J,Silent Princess,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Silent-Princess,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_J.png,048
Item_Fruit_J,Fortified Pumpkin,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Pumpkin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_J.png,049
Item_Fruit_N,Sun Pumpkin,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Pumpkin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_N.png,050
Item_PlantGet_M,Swift Carrot,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Carrot,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_M.png,051
Item_PlantGet_S,Stambulb,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Stambulb,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_S.png,052
Item_PlantGet_U,Korok Frond,1,0,0,0,10,1,1,0,0,0,-,-,-,Fan,Korok-Frond,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_U.png,053
Item_PlantGet_E,Cool Safflina,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Cool-Safflina,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_E.png,054
Item_PlantGet_F,Warm Safflina,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Warm-Safflina,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_F.png,055
Item_PlantGet_G,Mighty Thistle,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Mighty-Thistle,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_G.png,056
Item_PlantGet_H,Armoranth,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Armoranth,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_H.png,057
Item_PlantGet_I,Blue Nightshade,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Blue-Nightshade,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_I.png,058
Item_PlantGet_L,Electric Safflina,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Electric-Safflina,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_L.png,059
Item_PlantGet_O,Swift Violet,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Swift-Violet,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_O.png,060
Item_PlantGet_R,Sundelion,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Sundelion,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_PlantGet_R.png,061
Item_Meat_11,Raw Gourmet Meat,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Raw-Meat,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Meat_11.png,062
Item_Meat_12,Raw Whole Bird,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Raw-Bird,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Meat_12.png,063
Item_Meat_02,Raw Prime Meat,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Raw-Meat,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Meat_02.png,064
Item_Meat_07,Raw Bird Thigh,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Raw-Thigh,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Meat_07.png,065
Item_Meat_01,Raw Meat,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Raw-Meat,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Meat_01.png,066
Item_Meat_06,Raw Bird Drumstick,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Raw-Drumstick,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Meat_06.png,067
BeeHome,Courser Bee Honey,1,1,0,0,5,1,1,0,0,1,Melee Projectile,-,-,-,Honeycomb,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/BeeHome.png,068
Item_Material_03,Hylian Rice,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Rice,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_03.png,069
Item_Material_04,Bird Egg,1,0,0,0,1,1,1,0,0,0,-,-,-,-,Egg,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_04.png,070
Item_Material_07,Tabantha Wheat,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Wheat,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_07.png,071
Item_Material_10,Hateno Cheese,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Cheese,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_10.png,072
Item_Material_05,Fresh Milk,1,0,0,0,1,1,1,0,0,0,-,-,-,-,Milk,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_05.png,073
Item_Fruit_K,Acorn,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Acorn,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_K.png,074
Item_Fruit_L,Chickaloo Tree Nut,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Tree-Nut,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Fruit_L.png,075
Item_Material_01,Cane Sugar,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Cane-Sugar,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_01.png,076
Item_Material_02,Goron Spice,1,0,0,0,1,1,1,0,0,0,-,-,-,-,Goron-Spice,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_02.png,077
Item_Material_06,Goat Butter,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Butter,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_06.png,078
Item_Material_08,Monster Extract,1,0,0,0,1,1,1,0,0,0,-,-,-,-,Monster-Extract,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_08.png,079
Item_Material_09,Oil Jar,1,0,0,0,1,1,1,0,0,1,-,-,-,-,Oil-Jar,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_09.png,080
Item_Material_11,Dark Clump,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Dark-Clump,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Material_11.png,081
Item_Ore_H,Rock Salt,1,0,0,0,10,1,1,0,0,1,-,-,-,-,Rock-Salt,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_H.png,082
Item_Ore_J,Star Fragment,1,0,0,0,10,1,1,0,0,1,Melee Projectile,-,-,-,Star-Fragment,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_J.png,083
Item_Ore_A,Diamond,25,0,0,0,10,1,1,1,1,1,-,-,-,-,Diamond,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_A.png,084
Item_Ore_B,Ruby,1,6,80,0,10,1,1,0,0,1,Fire Burst,Melee Projectile,-,-,Ruby,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_B.png,085
Item_Ore_C,Sapphire,1,4,80,0,10,1,1,0,0,1,Ice Burst,Melee Projectile,-,-,Sapphire,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_C.png,086
Item_Ore_D,Topaz,1,5,80,0,10,1,1,0,0,1,Shock Burst,Melee Projectile,-,-,Topaz,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_D.png,087
Item_Ore_E,Opal,1,3,10,0,10,1,1,0,0,1,Water,Melee Projectile,-,-,Opal,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_E.png,088
Item_Ore_F,Amber,4,0,0,0,10,1,1,1,1,1,-,-,-,-,Amber,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_F.png,089
Item_Ore_G,Luminous Stone,1,0,0,0,10,1,1,0,0,1,-,-,-,-,Luminous-Stone,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_G.png,090
Item_Ore_I,Flint,1,0,0,0,10,1,1,0,0,1,-,-,-,-,Flint,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Ore_I.png,091
Item_Enemy_02,Bokoblin Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Boko,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_02.png,092
Item_Enemy_08,Moblin Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Moblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_08.png,093
Item_Enemy_105,Horriblin Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Horriblin,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_105.png,094
Item_Enemy_121,Gibdo Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Gibdo,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_121.png,095
Item_Enemy_136,Boss Bokoblin Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Boss Boko,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_136.png,096
Item_Enemy_14,Lynel Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Lynel,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_14.png,097
Item_Enemy_157,Gleeok Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Gleeok,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_157.png,098
Item_Enemy_190,Frox Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Frox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_190.png,099
Item_Enemy_25,Molduga Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Molduga,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_25.png,100
Item_Enemy_34,Hinox Guts,1,0,0,0,5,1,1,0,0,1,-,-,-,-,Hinox,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_34.png,101
Item_Enemy_15,Red Chuchu Jelly,1,0,10,0,1,1,1,0,1,0,Fire Burst,-,-,ReuseSeedFireBurst,Red-Jelly,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_15.png,102
Item_Enemy_17,White Chuchu Jelly,1,0,10,0,1,1,1,0,1,0,Ice Burst,-,-,ReuseSeedIceBurst,White-Jelly,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_17.png,103
Item_Enemy_16,Yellow Chuchu Jelly,1,0,10,0,1,1,1,0,1,0,Shock Burst,-,-,ReuseSeedShockBurst,Yellow-Jelly,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_16.png,104
Item_Enemy_40,Chuchu Jelly,1,0,0,0,1,1,1,0,1,0,Water,-,-,-,Chuchu-Jelly,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_40.png,105
Item_Enemy_57,Octo Balloon,1,0,0,0,1,1,1,0,0,1,-,-,-,PowHammer,Octo-Balloon,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_57.png,106
Item_Enemy_19,Keese Eyeball,1,0,0,0,5,1,1,0,0,0,-,-,-,-,Keese,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_19.png,107
Item_Enemy_117,Fire Keese Eyeball,8,0,20,0,5,1,1,0,1,0,Fire,Fire Burst,-,-,Fire Keese,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_117.png,108
Item_Enemy_119,Ice Keese Eyeball,4,0,20,0,5,1,1,0,1,0,Ice,Ice Burst,-,-,Ice Keese,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_119.png,109
Item_Enemy_118,Electric Keese Eyeball,6,0,20,0,5,1,1,0,1,0,Shock,Shock Burst,-,-,Electric Keese,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_118.png,110
Item_Enemy_21,Octorok Eyeball,3,0,0,0,5,1,1,0,0,0,-,-,-,-,Octorok,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_21.png,111
Item_Enemy_66,Aerocuda Eyeball,4,0,0,0,5,1,1,0,0,0,-,-,-,-,Aerocuda,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_66.png,112
Item_Enemy_18,Keese Wing,1,0,0,0,5,1,1,0,0,0,-,-,-,LongThrow,Keese,-,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_18.png,113
Item_Enemy_44,Fire Keese Wing,2,0,20,0,5,1,1,0,1,0,Fire,Fire Burst,-,LongThrow,Fire Keese,-,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_44.png,114
Item_Enemy_46,Ice Keese Wing,2,0,20,0,5,1,1,0,1,0,Ice,Ice Burst,-,LongThrow,Ice Keese,-,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_46.png,115
Item_Enemy_45,Electric Keese Wing,2,0,20,0,5,1,1,0,1,0,Shock,Shock Burst,-,LongThrow,Electric Keese,-,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_45.png,116
Item_Enemy_124,Aerocuda Wing,4,0,0,0,5,1,1,0,0,0,-,-,-,LongThrow,Aerocuda,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_124.png,117
Item_Enemy_123,Gibdo Wing,8,0,0,0,5,1,1,0,0,0,-,-,-,LongThrow,Gibdo,-,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_123.png,118
Item_Enemy_156,Gleeok Wing,24,0,0,0,5,1,1,0,0,0,-,-,-,LongThrow,Gleeok,-,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_156.png,119
Item_Enemy_24,Molduga Fin,12,0,0,0,10,1,1,0,0,0,-,-,-,LongThrow,Molduga,Attach,Attach,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_24.png,120
Item_Enemy_77,Bokoblin Horn,4,0,0,0,10,1,1,1,1,1,-,-,-,-,Boko,Replace,Replace,https://raw.githubusercontent.com/TOTKSheet/TOTKImages/main/Items/Item_Enemy_77.png,121
